,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),Number of Delivery Lines (SO),Sales $ per branch,GM $ per branch,RSO by plant,GMR,Sales Order - RSO
BOMA201806,12,Boston,BOMA,Boston,201806,191.0,5104116.43,696149.55,14.0,0.13638982565293875,4975.0
BOMA201807,12,Boston,BOMA,Boston,201807,164.0,4522994.65,574938.41,11.0,0.12711454566942726,4686.0
BOMA201808,12,Boston,BOMA,Boston,201808,192.0,4900057.52,698127.46,18.0,0.14247331937442234,5378.0
BOMA201809,12,Boston,BOMA,Boston,201809,200.0,4972592.99,613003.9,9.0,0.12327650809804162,4466.0
BOMA201810,12,Boston,BOMA,Boston,201810,225.0,7078696.63,873966.93,13.0,0.12346438556161153,5111.0
BOMA201811,12,Boston,BOMA,Boston,201811,156.0,6129627.56,780947.53,13.0,0.1274053802381429,4426.0
BOMA201812,12,Boston,BOMA,Boston,201812,208.0,5376275.19,652756.53,16.0,0.12141427046259512,3542.0
BOMA201901,12,Boston,BOMA,Boston,201901,193.0,4590060.18,578205.77,10.0,0.1259691043963611,4453.0
BOMA201902,12,Boston,BOMA,Boston,201902,118.0,4496462.98,557629.36,15.0,0.12401511198475385,3835.0
BOMA201903,12,Boston,BOMA,Boston,201903,116.0,4512385.99,609318.08,11.0,0.1350323490389172,4523.0
BUVT201701,12,Boston,BUVT,Burlington,201701,481.0,437540.94,68783.69,35.0,0.15720515204817176,1324.0
BUVT201702,12,Boston,BUVT,Burlington,201702,604.0,486059.03,93359.29,50.0,0.1920739750478455,1311.0
BUVT201703,12,Boston,BUVT,Burlington,201703,585.0,582076.53,107199.64,68.0,0.1841676042152052,1452.0
BUVT201704,12,Boston,BUVT,Burlington,201704,527.0,586902.6,98480.61,53.0,0.16779719496897785,1186.0
BUVT201705,12,Boston,BUVT,Burlington,201705,846.0,602155.78,117517.81,87.0,0.195161806800227,1427.0
BUVT201706,12,Boston,BUVT,Burlington,201706,594.0,511578.78,74767.04,43.0,0.1461496116003873,1276.0
BUVT201707,12,Boston,BUVT,Burlington,201707,648.0,464152.14,75510.6,56.0,0.16268501961447382,1103.0
BUVT201708,12,Boston,BUVT,Burlington,201708,571.0,485979.73,109864.21,63.0,0.2260674740487633,1332.0
BUVT201709,12,Boston,BUVT,Burlington,201709,578.0,826459.81,99269.64,52.0,0.1201142981169284,1098.0
BUVT201710,12,Boston,BUVT,Burlington,201710,646.0,802311.76,110923.9,57.0,0.1382553584905698,1182.0
BUVT201711,12,Boston,BUVT,Burlington,201711,741.0,296381.0,57218.85,49.0,0.1930584281718464,1104.0
BUVT201712,12,Boston,BUVT,Burlington,201712,795.0,687982.47,97330.44,41.0,0.14147226745472166,943.0
BUVT201801,12,Boston,BUVT,Burlington,201801,608.0,495906.02,68983.65,56.0,0.13910629679389655,1082.0
BUVT201802,12,Boston,BUVT,Burlington,201802,557.0,409263.0,68118.13,36.0,0.16644096827712254,986.0
BUVT201803,12,Boston,BUVT,Burlington,201803,413.0,468733.05,90048.69,39.0,0.1921108187272052,989.0
BUVT201804,12,Boston,BUVT,Burlington,201804,662.0,1176723.89,179235.81,55.0,0.15231764352128518,944.0
BUVT201805,12,Boston,BUVT,Burlington,201805,498.0,680073.55,108815.69,47.0,0.1600057670232874,1020.0
BUVT201806,12,Boston,BUVT,Burlington,201806,490.0,594044.49,100678.15,35.0,0.16947914120035015,1029.0
BUVT201807,12,Boston,BUVT,Burlington,201807,479.0,332798.39,75593.46,53.0,0.2271449089642531,1092.0
BUVT201808,12,Boston,BUVT,Burlington,201808,486.0,518209.01,92081.95,69.0,0.17769268427038734,1138.0
BUVT201809,12,Boston,BUVT,Burlington,201809,652.0,398969.79,86756.97,45.0,0.21745247929674075,912.0
BUVT201810,12,Boston,BUVT,Burlington,201810,609.0,403287.96,86544.16,72.0,0.2145964387332565,1171.0
BUVT201811,12,Boston,BUVT,Burlington,201811,490.0,516981.4,94060.72,57.0,0.18194217432193885,1017.0
BUVT201812,12,Boston,BUVT,Burlington,201812,451.0,435602.22,85055.55,44.0,0.1952596798060396,927.0
BUVT201901,12,Boston,BUVT,Burlington,201901,402.0,430064.24,72420.01,50.0,0.16839347070567875,1075.0
BUVT201902,12,Boston,BUVT,Burlington,201902,271.0,324906.13,60919.94,26.0,0.18750012503611427,860.0
BUVT201903,12,Boston,BUVT,Burlington,201903,424.0,445857.95,92782.46,58.0,0.20809870049418208,1024.0
MANH201701,12,Boston,MANH,Manchester,201701,2928.0,2242577.61,351189.2,45.0,0.1566006895074637,2383.0
MANH201702,12,Boston,MANH,Manchester,201702,3023.0,2635504.63,411326.67,55.0,0.15607131375064212,1971.0
MANH201703,12,Boston,MANH,Manchester,201703,4093.0,3319516.24,543195.22,92.0,0.1636368617374199,2639.0
MANH201704,12,Boston,MANH,Manchester,201704,3485.0,2594631.64,382440.8,67.0,0.14739695381190987,2302.0
MANH201705,12,Boston,MANH,Manchester,201705,3273.0,3762542.69,428604.9,69.0,0.11391363110354505,2562.0
MANH201706,12,Boston,MANH,Manchester,201706,4217.0,4885156.87,578154.18,62.0,0.11834915344284533,2418.0
MANH201707,12,Boston,MANH,Manchester,201707,2889.0,3437355.74,464598.74,42.0,0.13516166935924995,2411.0
MANH201708,12,Boston,MANH,Manchester,201708,3516.0,3219431.36,475735.54,65.0,0.14777005216225514,3033.0
MANH201709,12,Boston,MANH,Manchester,201709,3326.0,2895071.23,411850.14,57.0,0.14225906973625654,2679.0
MANH201710,12,Boston,MANH,Manchester,201710,4253.0,4647018.29,591703.2,56.0,0.12732964732962132,3154.0
MANH201711,12,Boston,MANH,Manchester,201711,3856.0,4480511.17,565276.92,42.0,0.12616348861819712,2663.0
MANH201712,12,Boston,MANH,Manchester,201712,3467.0,3546863.06,442867.49,99.0,0.12486173909403765,2511.0
MANH201801,12,Boston,MANH,Manchester,201801,2918.0,2842387.75,388199.92,73.0,0.13657528604251828,2753.0
MANH201802,12,Boston,MANH,Manchester,201802,2641.0,2945457.72,390889.57,50.0,0.13270927888246856,2612.0
MANH201803,12,Boston,MANH,Manchester,201803,2966.0,2986877.11,419001.65,67.0,0.14028084670681348,2776.0
MANH201804,12,Boston,MANH,Manchester,201804,2994.0,2903220.4,369258.82,68.0,0.1271893859660121,2807.0
MANH201805,12,Boston,MANH,Manchester,201805,3084.0,2701418.1,368292.58,63.0,0.13633305410961746,2793.0
MANH201806,12,Boston,MANH,Manchester,201806,3442.0,2995261.08,396740.95,76.0,0.13245621647111974,2730.0
MANH201807,12,Boston,MANH,Manchester,201807,3252.0,2824986.1,421384.06,64.0,0.149163233050952,2516.0
MANH201808,12,Boston,MANH,Manchester,201808,3893.0,2571032.71,426295.18,69.0,0.16580698422930604,3061.0
MANH201809,12,Boston,MANH,Manchester,201809,3097.0,2499390.69,381728.42,52.0,0.1527285916232648,2452.0
MANH201810,12,Boston,MANH,Manchester,201810,3506.0,3677031.95,502718.25,76.0,0.1367184883993189,2863.0
MANH201811,12,Boston,MANH,Manchester,201811,3009.0,2533582.88,378176.78,52.0,0.1492656044470904,2314.0
MANH201812,12,Boston,MANH,Manchester,201812,3003.0,1943456.26,251823.04,59.0,0.12957484311995784,2039.0
MANH201901,12,Boston,MANH,Manchester,201901,3295.0,2407703.54,338224.24,48.0,0.14047586606115134,2741.0
MANH201902,12,Boston,MANH,Manchester,201902,3362.0,2674737.89,372845.95,57.0,0.13939532220856227,2276.0
MANH201903,12,Boston,MANH,Manchester,201903,2993.0,2759240.78,434654.49,90.0,0.15752684330796246,2449.0
POME201701,12,Boston,POME,"Portland, ME",201701,2186.0,1819343.77,371290.4,155.0,0.2040792983285397,3501.0
POME201702,12,Boston,POME,"Portland, ME",201702,1885.0,1718953.99,318226.14,119.0,0.1851277822741492,2896.0
POME201703,12,Boston,POME,"Portland, ME",201703,2366.0,2591780.89,552431.17,165.0,0.2131473274347663,3805.0
POME201704,12,Boston,POME,"Portland, ME",201704,2137.0,2165064.87,391517.16,189.0,0.18083391653756772,3597.0
POME201705,12,Boston,POME,"Portland, ME",201705,2175.0,2012672.11,387962.01,189.0,0.19275966913458148,3993.0
POME201706,12,Boston,POME,"Portland, ME",201706,2575.0,2055777.35,385873.3,191.0,0.18770189291170075,3746.0
POME201707,12,Boston,POME,"Portland, ME",201707,1860.0,2154008.08,382540.59,163.0,0.17759477949590607,3237.0
POME201708,12,Boston,POME,"Portland, ME",201708,2300.0,2673878.31,484865.39,202.0,0.1813341273560052,3998.0
POME201709,12,Boston,POME,"Portland, ME",201709,2233.0,2326583.7,441559.18,166.0,0.18978865019986169,3510.0
POME201710,12,Boston,POME,"Portland, ME",201710,2079.0,2714303.29,478003.67,165.0,0.17610547493386414,3830.0
POME201711,12,Boston,POME,"Portland, ME",201711,2338.0,2483332.48,436001.14,151.0,0.1755709891894943,3428.0
POME201712,12,Boston,POME,"Portland, ME",201712,2095.0,2089969.78,347215.56,158.0,0.16613424907990776,2945.0
POME201801,12,Boston,POME,"Portland, ME",201801,1904.0,1636309.89,311586.86,173.0,0.1904204465817902,3656.0
POME201802,12,Boston,POME,"Portland, ME",201802,1781.0,2076889.52,421864.37,175.0,0.20312316372033115,3391.0
POME201803,12,Boston,POME,"Portland, ME",201803,1906.0,1891280.05,369398.56,157.0,0.19531669040764216,3599.0
POME201804,12,Boston,POME,"Portland, ME",201804,2121.0,2026821.46,370639.16,185.0,0.18286719738994672,3792.0
POME201805,12,Boston,POME,"Portland, ME",201805,2237.0,2459310.5,436521.02,205.0,0.1774973188623397,3987.0
POME201806,12,Boston,POME,"Portland, ME",201806,1986.0,2063057.6,370090.42,151.0,0.17938928122995693,3745.0
POME201807,12,Boston,POME,"Portland, ME",201807,2050.0,2013361.75,394034.83,126.0,0.19570990161107413,3466.0
POME201808,12,Boston,POME,"Portland, ME",201808,2126.0,2568361.57,444546.85,176.0,0.1730857739005961,3996.0
POME201809,12,Boston,POME,"Portland, ME",201809,1722.0,2268824.45,396703.23,135.0,0.174849680414895,3427.0
POME201810,12,Boston,POME,"Portland, ME",201810,2128.0,2860177.4,510979.34,175.0,0.1786530234103661,4192.0
POME201811,12,Boston,POME,"Portland, ME",201811,1871.0,2102974.38,411896.14,164.0,0.19586360343581552,3691.0
POME201812,12,Boston,POME,"Portland, ME",201812,1817.0,1881927.6,357463.65,164.0,0.18994548461906824,3025.0
POME201901,12,Boston,POME,"Portland, ME",201901,1718.0,1923864.18,360416.51,166.0,0.18733989319349975,3830.0
POME201902,12,Boston,POME,"Portland, ME",201902,1559.0,1904420.4,351909.15,128.0,0.1847854339304494,3189.0
POME201903,12,Boston,POME,"Portland, ME",201903,1700.0,2183442.34,380025.01,144.0,0.174048566814913,3659.0
PRRI201701,12,Boston,PRRI,Providence,201701,179.0,1477012.62,236158.21,26.0,0.1598890942448413,1923.0
PRRI201702,12,Boston,PRRI,Providence,201702,319.0,1601207.68,279869.15,22.0,0.17478629005826404,1615.0
PRRI201703,12,Boston,PRRI,Providence,201703,318.0,1248369.8,225021.2,25.0,0.1802520374972224,1858.0
PRRI201704,12,Boston,PRRI,Providence,201704,333.0,2749295.76,421136.44,29.0,0.15317975102103967,1743.0
PRRI201705,12,Boston,PRRI,Providence,201705,319.0,1924611.73,299278.66,29.0,0.15550079807525646,1915.0
PRRI201706,12,Boston,PRRI,Providence,201706,382.0,1597504.46,315461.57,39.0,0.19747147998572728,1823.0
PRRI201707,12,Boston,PRRI,Providence,201707,405.0,1845952.64,301043.27,29.0,0.1630828784426452,1625.0
PRRI201708,12,Boston,PRRI,Providence,201708,320.0,2035309.6,331149.24,24.0,0.16270214615014836,2009.0
PRRI201709,12,Boston,PRRI,Providence,201709,261.0,1869463.37,294559.17,28.0,0.1575634883929285,1657.0
PRRI201710,12,Boston,PRRI,Providence,201710,320.0,1817785.44,280950.55,27.0,0.1545564970528095,1802.0
PRRI201711,12,Boston,PRRI,Providence,201711,385.0,2476470.98,303940.87,23.0,0.12273144828048822,1574.0
PRRI201712,12,Boston,PRRI,Providence,201712,349.0,2077491.46,324462.11,26.0,0.15617975632978054,1452.0
PRRI201801,12,Boston,PRRI,Providence,201801,339.0,1183673.83,229511.01,22.0,0.1938971735144301,1676.0
PRRI201802,12,Boston,PRRI,Providence,201802,150.0,1576338.23,295942.55,32.0,0.18774051429305244,1675.0
PRRI201803,12,Boston,PRRI,Providence,201803,148.0,1941998.15,322879.05,18.0,0.1662612551922359,1973.0
PRRI201804,12,Boston,PRRI,Providence,201804,217.0,1404124.29,247288.14,35.0,0.17611556310303556,1734.0
PRRI201805,12,Boston,PRRI,Providence,201805,256.0,1726253.62,297251.02,18.0,0.17219429205309936,1656.0
PRRI201806,12,Boston,PRRI,Providence,201806,230.0,2182465.61,292240.47,34.0,0.13390381441107793,1574.0
PRRI201807,12,Boston,PRRI,Providence,201807,198.0,1750636.0,281671.98,20.0,0.16089694259686196,1708.0
PRRI201808,12,Boston,PRRI,Providence,201808,298.0,2293599.48,351087.73,29.0,0.15307281548564006,1929.0
PRRI201809,12,Boston,PRRI,Providence,201809,273.0,1980787.22,315108.51,30.0,0.15908246318350136,1433.0
PRRI201810,12,Boston,PRRI,Providence,201810,315.0,2141544.64,431840.91,27.0,0.2016492684457887,1692.0
PRRI201811,12,Boston,PRRI,Providence,201811,225.0,2291382.53,329180.46,24.0,0.1436601945289336,1415.0
PRRI201812,12,Boston,PRRI,Providence,201812,245.0,1843165.3,261420.07,22.0,0.14183213518613874,1335.0
PRRI201901,12,Boston,PRRI,Providence,201901,196.0,1408585.97,312951.92,33.0,0.2221745258473645,1754.0
PRRI201902,12,Boston,PRRI,Providence,201902,265.0,1386798.23,192148.51,30.0,0.13855549123393388,1417.0
PRRI201903,12,Boston,PRRI,Providence,201903,230.0,1657099.25,299327.71,25.0,0.18063354382665972,1451.0
SOMA201701,12,Boston,SOMA,Sommerville,201701,353.0,1003796.18,246312.34,41.0,0.2453808302000113,1770.0
SOMA201702,12,Boston,SOMA,Sommerville,201702,231.0,1252453.42,210320.34,23.0,0.16792667626713018,1565.0
SOMA201703,12,Boston,SOMA,Sommerville,201703,420.0,1863413.41,330937.11,25.0,0.17759725685348587,2110.0
SOMA201704,12,Boston,SOMA,Sommerville,201704,249.0,1403385.22,234892.23,14.0,0.16737544806122442,1877.0
SOMA201705,12,Boston,SOMA,Sommerville,201705,266.0,2444564.96,477922.71,27.0,0.19550419719670692,2133.0
SOMA201706,12,Boston,SOMA,Sommerville,201706,293.0,1526022.38,284462.61,27.0,0.18640788872309985,2058.0
SOMA201707,12,Boston,SOMA,Sommerville,201707,291.0,1186862.42,262732.4,15.0,0.22136719098410754,1973.0
SOMA201708,12,Boston,SOMA,Sommerville,201708,391.0,1878212.76,320158.88,27.0,0.17045932538547975,2176.0
SOMA201709,12,Boston,SOMA,Sommerville,201709,278.0,1350392.32,237823.58,14.0,0.17611443465555252,1985.0
SOMA201710,12,Boston,SOMA,Sommerville,201710,319.0,1562553.79,352555.61,23.0,0.2256278230268156,2266.0
SOMA201711,12,Boston,SOMA,Sommerville,201711,237.0,1224632.57,263694.89,22.0,0.2153257201055824,1982.0
SOMA201712,12,Boston,SOMA,Sommerville,201712,268.0,989980.74,177096.95,17.0,0.17888928829059847,1664.0
SOMA201801,12,Boston,SOMA,Sommerville,201801,246.0,1195334.32,243187.03,10.0,0.20344687334000414,2308.0
SOMA201802,12,Boston,SOMA,Sommerville,201802,385.0,1342641.93,234369.88,23.0,0.17455873733959731,1895.0
SOMA201803,12,Boston,SOMA,Sommerville,201803,200.0,1030080.57,218943.53,15.0,0.21254990762518705,2137.0
SOMA201804,12,Boston,SOMA,Sommerville,201804,218.0,1335178.09,234450.36,24.0,0.17559482271013,1968.0
SOMA201805,12,Boston,SOMA,Sommerville,201805,248.0,941061.05,223398.48,17.0,0.23738999717393466,2128.0
SOMA201806,12,Boston,SOMA,Sommerville,201806,216.0,1630903.63,278529.05,14.0,0.1707820406286054,1966.0
SOMA201807,12,Boston,SOMA,Sommerville,201807,243.0,1297647.39,276589.2,16.0,0.2131466545777124,1975.0
SOMA201808,12,Boston,SOMA,Sommerville,201808,293.0,1367426.44,292038.47,34.0,0.2135679561673533,2370.0
SOMA201809,12,Boston,SOMA,Sommerville,201809,353.0,1925089.03,333985.73,29.0,0.17349105667076598,1871.0
SOMA201810,12,Boston,SOMA,Sommerville,201810,223.0,1858856.79,315069.22,19.0,0.1694962310679135,2384.0
SOMA201811,12,Boston,SOMA,Sommerville,201811,243.0,2106787.68,351726.99,24.0,0.16694942415839453,2119.0
SOMA201812,12,Boston,SOMA,Sommerville,201812,266.0,3384859.66,516884.21,24.0,0.1527047682679996,1776.0
SOMA201901,12,Boston,SOMA,Sommerville,201901,231.0,2139489.84,334651.84,26.0,0.15641665304659733,2180.0
SOMA201902,12,Boston,SOMA,Sommerville,201902,272.0,1251960.84,206098.77,30.0,0.16462077999180866,1947.0
SOMA201903,12,Boston,SOMA,Sommerville,201903,260.0,1129471.94,246168.88,37.0,0.21795041672305732,2030.0
SPMA201701,12,Boston,SPMA,"Springfield, MA",201701,1220.0,1566547.78,314226.02,117.0,0.20058502141568896,2851.0
SPMA201702,12,Boston,SPMA,"Springfield, MA",201702,1264.0,970348.8,223112.64,90.0,0.22993035081818006,2732.0
SPMA201703,12,Boston,SPMA,"Springfield, MA",201703,1165.0,2340849.11,388922.06,89.0,0.16614571966152916,2902.0
SPMA201704,12,Boston,SPMA,"Springfield, MA",201704,1488.0,1553294.11,305604.78,118.0,0.1967462427318417,2770.0
SPMA201705,12,Boston,SPMA,"Springfield, MA",201705,1329.0,1622416.28,305526.27,92.0,0.18831558445653665,3345.0
SPMA201706,12,Boston,SPMA,"Springfield, MA",201706,1616.0,1902860.2,358979.86,139.0,0.1886527764887825,3173.0
SPMA201707,12,Boston,SPMA,"Springfield, MA",201707,1144.0,1244109.82,228867.61,90.0,0.183960938432268,2682.0
SPMA201708,12,Boston,SPMA,"Springfield, MA",201708,1501.0,1521045.39,359985.17,125.0,0.2366695776251621,3258.0
SPMA201709,12,Boston,SPMA,"Springfield, MA",201709,1507.0,1486891.93,303167.28,88.0,0.2038932849679264,2782.0
SPMA201710,12,Boston,SPMA,"Springfield, MA",201710,1747.0,1591823.17,375769.07,112.0,0.23606206837660246,3328.0
SPMA201711,12,Boston,SPMA,"Springfield, MA",201711,1730.0,1497117.8,276764.96,93.0,0.1848651856253396,2920.0
SPMA201712,12,Boston,SPMA,"Springfield, MA",201712,1719.0,1728593.47,300667.57,79.0,0.17393769860764313,2674.0
SPMA201801,12,Boston,SPMA,"Springfield, MA",201801,1770.0,1783758.15,296951.14,103.0,0.1664750011093152,2909.0
SPMA201802,12,Boston,SPMA,"Springfield, MA",201802,1973.0,856320.38,190584.1,107.0,0.22256167720777592,2459.0
SPMA201803,12,Boston,SPMA,"Springfield, MA",201803,1719.0,1312668.59,257654.65,113.0,0.19628309229216795,2661.0
SPMA201804,12,Boston,SPMA,"Springfield, MA",201804,1473.0,1594072.29,263000.22,71.0,0.16498638214205452,2619.0
SPMA201805,12,Boston,SPMA,"Springfield, MA",201805,1829.0,1444139.44,247210.1,113.0,0.17118160002610275,2933.0
SPMA201806,12,Boston,SPMA,"Springfield, MA",201806,1096.0,1571232.95,302674.78,96.0,0.19263520409242949,2871.0
SPMA201807,12,Boston,SPMA,"Springfield, MA",201807,1610.0,1474389.19,278204.29,124.0,0.18869121659797305,2882.0
SPMA201808,12,Boston,SPMA,"Springfield, MA",201808,1362.0,1313382.4,286465.81,107.0,0.21811302633566584,3247.0
SPMA201809,12,Boston,SPMA,"Springfield, MA",201809,1406.0,1148316.5,187427.46,92.0,0.1632193389191917,2635.0
SPMA201810,12,Boston,SPMA,"Springfield, MA",201810,1354.0,1245244.93,256507.34,101.0,0.2059894674696648,3241.0
SPMA201811,12,Boston,SPMA,"Springfield, MA",201811,1362.0,1310480.6,267401.03,87.0,0.20404806450396898,2742.0
SPMA201812,12,Boston,SPMA,"Springfield, MA",201812,907.0,964400.77,174886.36,58.0,0.18134199540301071,2423.0
SPMA201901,12,Boston,SPMA,"Springfield, MA",201901,787.0,1913830.67,311350.53,85.0,0.16268447093075378,3039.0
SPMA201902,12,Boston,SPMA,"Springfield, MA",201902,736.0,1484003.02,240796.06,46.0,0.1622611657488406,2547.0
SPMA201903,12,Boston,SPMA,"Springfield, MA",201903,733.0,1209263.77,247989.45,92.0,0.2050747373337746,2779.0
WACT201701,12,Boston,WACT,Wallingford,201701,9641.0,6718868.61,895612.95,182.0,0.13329817890277212,6087.0
WACT201702,12,Boston,WACT,Wallingford,201702,9670.0,6090570.07,816945.06,136.0,0.13413277420844122,6849.0
WACT201703,12,Boston,WACT,Wallingford,201703,11645.0,9183972.36,1252972.56,180.0,0.13643034962269854,6901.0
WACT201704,12,Boston,WACT,Wallingford,201704,8960.0,6969327.71,952916.71,143.0,0.136730076364855,5806.0
WACT201705,12,Boston,WACT,Wallingford,201705,10962.0,7698779.04,1108640.13,154.0,0.14400207152847444,6375.0
WACT201706,12,Boston,WACT,Wallingford,201706,10858.0,8564300.18,1075943.02,141.0,0.12563116628170312,6086.0
WACT201707,12,Boston,WACT,Wallingford,201707,8438.0,6919892.67,972371.1,130.0,0.14051823436735472,6267.0
WACT201708,12,Boston,WACT,Wallingford,201708,11210.0,7736924.96,1068241.44,182.0,0.1380705442437172,7529.0
WACT201709,12,Boston,WACT,Wallingford,201709,9073.0,6422586.45,887277.87,156.0,0.1381496188346363,6774.0
WACT201710,12,Boston,WACT,Wallingford,201710,11624.0,6057544.31,880771.98,188.0,0.1454008315788944,7531.0
WACT201711,12,Boston,WACT,Wallingford,201711,10309.0,6805246.11,1034237.72,159.0,0.1519765344680532,6577.0
WACT201712,12,Boston,WACT,Wallingford,201712,8676.0,5385745.85,683529.98,183.0,0.12691463708782322,5504.0
WACT201801,12,Boston,WACT,Wallingford,201801,7782.0,5103432.53,765288.85,148.0,0.1499557102991621,7223.0
WACT201802,12,Boston,WACT,Wallingford,201802,7962.0,5659657.71,812917.98,123.0,0.14363377109602626,6783.0
WACT201803,12,Boston,WACT,Wallingford,201803,9672.0,6670931.17,879016.21,139.0,0.13176814264746792,7393.0
WACT201804,12,Boston,WACT,Wallingford,201804,8592.0,5721231.36,835718.49,140.0,0.14607318554584725,7143.0
WACT201805,12,Boston,WACT,Wallingford,201805,10873.0,8568525.48,1190208.56,125.0,0.1389047115256988,7456.0
WACT201806,12,Boston,WACT,Wallingford,201806,10435.0,7965961.29,1158544.68,124.0,0.14543689553881825,7321.0
WACT201807,12,Boston,WACT,Wallingford,201807,10757.0,7445617.52,1149897.7,154.0,0.15443953398240096,6966.0
WACT201808,12,Boston,WACT,Wallingford,201808,11153.0,7300249.26,1107475.89,203.0,0.15170384606840126,8227.0
WACT201809,12,Boston,WACT,Wallingford,201809,9306.0,6832910.85,949059.13,159.0,0.13889528940656384,7033.0
